CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
1307,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL,FAEF,Privada,N,N,N,Faculdade,000000003516705,Garça,SP,Ativa
16437,FACULDADE DE CIÊNCIAS DA SAÚDE,FACS,Privada,N,N,N,Faculdade,000000002800308,Aracaju,SE,Ativa
13014,FACULDADE DE TEOLOGIA DA ARQUIDIOCESE DE BRASÍLIA,FATEO,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
18153,FACULDADE CESUMAR DE GUARAPUAVA,FAC-CESUMAR,Privada,N,N,N,Faculdade,000000004109401,Guarapuava,PR,Ativa
284,FACULDADE DE MEDICINA DE ITAJUBÁ,FMIT,Privada,N,N,N,Faculdade,000000003132404,Itajubá,MG,Ativa
5008,FACULDADES FAMEP,FAMEP,Privada,N,N,N,Faculdade,000000002210508,São Pedro do Piauí,PI,Ativa
21206,Escola de Educação Física do Exército,EsEFEx,Pública,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
1932,FACULDADE PALOTINA,FAPAS,Privada,N,N,N,Faculdade,000000004316907,Santa Maria,RS,Ativa
21685,Faculdade Gil Gal,GILGAL,Privada,N,N,N,Faculdade,000000002516201,Sousa,PB,Ativa
1892,Centro Universitário de Excelência Eniac,ENIAC,Privada,N,N,N,Centro Universitário,000000003518800,Guarulhos,SP,Ativa
22811,Complexo de Ensino Superior de Palmas,CESUP,Privada,N,N,N,Faculdade,000000001721000,Palmas,TO,Ativa
21103,FIEP - FACULDADE INTERNACIONAL DE EVOLUÇÃO PROFISSIONAL,FIEP,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
1878,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,FEI,Privada,S,N,N,Centro Universitário,000000003548708,São Bernardo do Campo,SP,Ativa
3203,INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN,ISALBE,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
22996,Faculdade de Tecnologia e Ciências - FTC Parnamirim,FTC Parnamirim,Privada,N,N,N,Faculdade,000000002403251,Parnamirim,RN,Ativa
5438,FACULDADE DE TECNOLOGIA DE ENSINO SUPERIOR,FATEC,Privada,N,N,N,Faculdade,000000003143302,Montes Claros,MG,Extinta
24700,Faculdade Instituto Rio de Janeiro,FIURJ,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
21878,Faculdade Metropolitana de Florianópolis,FAMEFLORIPA,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
1700,FACULDADE PROMOVE DE SETE LAGOAS,FSLMG,Privada,N,N,N,Faculdade,000000003167202,Sete Lagoas,MG,Ativa
20438,FACULDADE INTERCULTURAL DA AMAZONIA,FIAMA,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
1641,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA,UNISBA,Privada,N,N,N,Centro Universitário,000000002927408,Salvador,BA,Ativa
23194,Faculdade PSICOLOG,FAPSI,Privada,N,N,N,Faculdade,000000003543402,Ribeirão Preto,SP,Ativa
568,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Pública,N,N,N,Universidade,000000002111300,São Luís,MA,Ativa
3966,CENTRO UNIVERSITÁRIO DE CARATINGA,UNEC,Privada,N,N,N,Centro Universitário,000000003113404,Caratinga,MG,Ativa
778,FACULDADE IBRA DOS VALES,FACULDADE FADIVALES,Privada,N,N,N,Faculdade,000000003524402,Jacareí,SP,Ativa
3312,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE RIO VERDE,CEFET-RIO VERDE,Pública,N,N,N,Centro Federal de Educação Tecnológica,000000005218805,Rio Verde,GO,Extinta
18627,Faculdade Pitágoras de João Pessoa,,Privada,N,N,N,Faculdade,000000002507507,João Pessoa,PB,Extinta
12601,FACULDADE BRASILEIRA DE ESTUDOS AVANÇADOS,FABEA,Privada,N,N,N,Faculdade,000000002111300,São Luís,MA,Ativa
3786,FACULDADE DE ENSINO DE MINAS GERAIS,FACEMG,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
21201,FTRB - Faculdade Teológica Reformada de Brasília,null,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
1900,"Centro Universitário de Ensino, Ciência e Tecnologia do Paraná",UniEnsino,Privada,N,N,N,Centro Universitário,000000004106902,Curitiba,PR,Ativa
20615,Faculdade do Sertão Central,FASEC,Privada,N,N,N,Faculdade,000000002308351,Milhã,CE,Ativa
3165,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO",IFTM,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000003170107,Uberaba,MG,Ativa
21370,FACULDADE MAURÍCIO DE NASSAU DE DUQUE DE CAXIAS,FMN CAXIAS,Privada,N,N,N,Faculdade,000000003301702,Duque de Caxias,RJ,Extinta
5664,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE ARARIPINA - FACISA,FACISA,Pública,N,N,N,Faculdade,000000002601102,Araripina,PE,Ativa
1435,FACULDADE DE VILA VELHA,null,Privada,N,N,N,Faculdade,000000003205200,Vila Velha,ES,Extinta
3319,Instituto Universitário Una de Catalão,Catalana,Privada,N,N,N,Faculdade,000000005205109,Catalão,GO,Ativa
2242,FACULDADE DO RECIFE,FAREC,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Ativa
1532,FACULDADE DE SERTÃOZINHO,null,Privada,N,N,N,Faculdade,000000003551702,Sertãozinho,SP,Ativa
1526,Faculdade SENAI São Paulo,SENAI SP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
19823,Faculdade Porto União,FPU,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
2282,FACULDADE DE CAFELÂNDIA,FAC,Privada,N,N,N,Faculdade,000000004103453,Cafelândia,PR,Ativa
2289,FACULDADE UNIÃO CULTURAL DO ESTADO DE SÃO PAULO,UCESP,Privada,N,N,N,Faculdade,000000003502804,Araçatuba,SP,Ativa
2143,INSTITUTO SUPERIOR DE EDUCAÇÃO DE DUQUE DE CAXIAS,ISEDUC,Privada,N,N,N,Faculdade,000000003301702,Duque de Caxias,RJ,Extinta
14125,Faculdade Presidente Antônio Carlos de Campos Altos,FUNEES Campos Altos,Privada,N,N,N,Faculdade,000000003111507,Campos Altos,MG,Extinta
2580,INSTITUTO SUPERIOR DE EDUCAÇÃO PAULO MARTINS,ISPAM,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
2450,FACULDADE PROMOVE DE BELO HORIZONTE,PROMOVE,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Privada,N,N,N,Universidade,000000003550308,São Paulo,SP,Ativa
4674,FACULDADE PORTO DAS ÁGUAS,FAPAG,Privada,N,N,N,Faculdade,000000004213500,Porto Belo,SC,Ativa
2806,FACULDADE EVANGÉLICA DE SÃO PAULO,null,Privada,N,S,N,Faculdade,000000003550308,São Paulo,SP,Ativa
25455,FACULDADE BELA VISTA,FBV,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
2741,FACULDADE CATÓLICA DOM ORIONE,FACDO,Privada,N,S,N,Faculdade,000000001702109,Araguaína,TO,Ativa
1456,FACULDADE ANHANGUERA DE SERTÃOZINHO,FASERT,Privada,N,N,N,Faculdade,000000003551702,Sertãozinho,SP,Ativa
19578,Faculdade de Tecnologia de Cotia,FATEC COTIA,Pública,N,N,N,Faculdade,000000003513009,Cotia,SP,Ativa
1836,CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,UNIFEOB,Privada,S,N,N,Centro Universitário,000000003549102,São João da Boa Vista,SP,Ativa
15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Privada,N,N,N,Universidade,000000004203006,Caçador,SC,Ativa
21593,Faculdade Plus,PLUS,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
1898,FACULDADE DO LITORAL SUL PAULISTA,FALS,Privada,N,N,N,Faculdade,000000003541000,Praia Grande,SP,Ativa
2470,INSTITUTO SALVADOR DE ENSINO E CULTURA,ISEC,Privada,N,N,N,Faculdade,000000002927408,Salvador,BA,Ativa
19281,FACULDADE ATAME,ATAME,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
22872,Faculdade UNIABA,FAC UNIABA,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
1097,FACULDADES INTEGRADAS DE SÃO PAULO,FISP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
4036,FACULDADE DE TECNOLOGIA DE CATALÃO,FATECA,Privada,N,N,N,Faculdade,000000005205109,Catalão,GO,Extinta
2467,FACULDADE NACIONAL DO NORTE DO PARANÁ,FANNORTE,Privada,N,N,N,Faculdade,000000004114807,Marialva,PR,Extinta
4869,Faculdade de Tecnologia Pitágotas - Unidade Londrina,null,Privada,N,N,N,Faculdade,000000004113700,Londrina,PR,Extinta
14131,Falculdade Presidente Antônio Carlos de Divisa Alegre,FUNEES Divisa Alegre,Privada,N,N,N,Faculdade,000000003122355,Divisa Alegre,MG,Extinta
18019,Faculdade do Educador,FEDUC,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
1670,FACULDADE ASA DE BRUMADINHO,IECEMB - FAB,Privada,N,N,N,Faculdade,000000003109006,Brumadinho,MG,Ativa
19257,Faculdade UNA de Divinópolis,Una Divinopolis,Privada,N,N,N,Faculdade,000000003122306,Divinópolis,MG,Ativa
2795,FACULDADE SÃO FRANCISCO DE ASSIS,FASFA,Privada,N,N,N,Faculdade,000000005106257,Nova Xavantina,MT,Extinta
5077,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Pública,N,N,N,Universidade,000000001400100,Boa Vista,RR,Ativa
1625,FACULDADE REUNIDA,FAR,Privada,N,N,N,Faculdade,000000003520442,Ilha Solteira,SP,Extinta
20478,Faculdade de Tecnologia de Santana de Parnaíba,FATEC-SPB,Pública,N,N,N,Faculdade,000000003547304,Santana de Parnaíba,SP,Ativa
1396,Centro Universitário Dinâmica das Cataratas,UDC,Privada,N,N,N,Centro Universitário,000000004108304,Foz do Iguaçu,PR,Ativa
4863,FACULDADE ANHANGUERA DE POÇOS DE CALDAS,null,Privada,N,N,N,Faculdade,000000003151800,Poços de Caldas,MG,Ativa
1611,FACULDADES FATIFAJAR - FATIFAJAR ARAPOTI,null,Privada,N,N,N,Faculdade,000000004101606,Arapoti,PR,Ativa
4008,FACULDADE DE TECNOLOGIA SENAC PASSO FUNDO,SENAC PASSO FUNDO,Privada,N,N,N,Faculdade,000000004314100,Passo Fundo,RS,Extinta
2964,FACULDADE PROJEÇÃO DO GUARÁ,null,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
408,ESCOLA SUPERIOR DE RELAÇÕES PÚBLICAS,ESURP,Privada,N,N,N,Faculdade,000000002611606,Recife,PE,Extinta
21399,Faculdade Uninassau Patos,NASSAU PATOS,Privada,N,N,N,Faculdade,000000002510808,Patos,PB,Extinta
19670,Faculdade de Ciências da Saúde Moinhos de Vento,FACSMV,Privada,N,N,N,Faculdade,000000004314902,Porto Alegre,RS,Ativa
4198,Faculdade Morgana Potrich,FAMP,Privada,N,N,N,Faculdade,000000005213103,Mineiros,GO,Ativa
14228,Faculdade Presidente Antônio Carlos Rio Novo,FUNEES,Privada,N,N,N,Faculdade,000000003155405,Rio Novo,MG,Extinta
14204,Faculdade Presidente Antônio Carlos de Arcos,FUNEES Arcos,Privada,N,N,N,Faculdade,000000003104205,Arcos,MG,Extinta
496,UNIVERSIDADE DE FRANCA,UNIFRAN,Privada,N,N,N,Universidade,000000003516200,Franca,SP,Ativa
13832,FACULDADE SAGRADA FAMÍLIA,FASF,Privada,N,S,N,Faculdade,000000004119905,Ponta Grossa,PR,Ativa
3396,Centro Universitário LS,UNILS,Privada,N,N,N,Centro Universitário,000000005300108,Brasília,DF,Ativa
556,CONSERVATÓRIO DE MÚSICA DE NITERÓI,CMN,Privada,N,N,N,Faculdade,000000003303302,Niterói,RJ,Extinta
22742,FACULDADE MASTER DO PARÁ - FAMAP TUCUMÃ,FAMAP,Privada,N,N,N,Faculdade,000000001508084,Tucumã,PA,Ativa
4493,FACULDADE DE TECNOLOGIA CERTUS,CERTUS,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
2365,CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS,UNICATÓLICA,Privada,N,S,N,Centro Universitário,000000001721000,Palmas,TO,Ativa
1550,FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU,null,Privada,N,N,N,Faculdade,000000004108304,Foz do Iguaçu,PR,Ativa
13476,FACULDADE SÃO BASÍLIO MAGNO,FASBAM,Privada,N,S,N,Faculdade,000000004106902,Curitiba,PR,Ativa
2596,INSTITUTO SUPERIOR DE EDUCAÇÃO DON DOMÊNICO,IDON,Privada,N,N,N,Faculdade,000000003518701,Guarujá,SP,Extinta
21857,Faculdade Tecnológica de Limoeiro do Norte: Ladislau Pereira,FTLN,Privada,N,N,N,Faculdade,000000002307601,Limoeiro do Norte,CE,Ativa
3303,Faculdade Invest de Ciências e Tecnologia,INVEST,Privada,N,N,N,Faculdade,000000005103403,Cuiabá,MT,Ativa
1099,FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SÃO PAULO,FECG-SP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
1215,FACULDADE ANGLO LATINO,FAL,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
3585,FACULDADE SANTA CRUZ,FACRUZ,Privada,N,N,N,Faculdade,000000002612505,Santa Cruz do Capibaribe,PE,Ativa
4584,Faculdade FACESE,null,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Extinta
17487,Faculdade Metropolitana do Marajó,FAMMA,Privada,N,N,N,Faculdade,000000001501808,Breves,PA,Ativa
24881,Faculdade Filadelfia de Tecnologia,FAFILTEC,Privada,N,N,N,Faculdade,000000004208203,Itajaí,SC,Ativa
16395,Faculdade de Tecnologia de Carapicuiba,FATEC,Pública,N,N,N,Faculdade,000000003510609,Carapicuíba,SP,Ativa
22472,FACULDADE ARQUIDIOCESANA DE PIRAPORA,FAP,Privada,N,N,N,Faculdade,000000003151206,Pirapora,MG,Ativa
17014,CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE,CSEJCDA,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
2474,CENTRO UNIVERSITÁRIO MARIA MILZA,UNIMAM,Privada,N,N,N,Centro Universitário,000000002909802,Cruz das Almas,BA,Ativa
1989,INSTITUTO SUPERIOR DE EDUCAÇÃO AVANTIS,AVANTIS,Privada,N,N,N,Faculdade,000000004202008,Balneário Camboriú,SC,Extinta
824,CENTRO UNIVERSITÁRIO DE GOIATUBA,UNICERRADO,Pública,N,N,N,Centro Universitário,000000005209101,Goiatuba,GO,Ativa
1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,FCARP,Privada,N,N,N,Faculdade,000000005101258,Araputanga,MT,Ativa
21240,FACULDADE UNIRB - PIAUÍ,F. UNIRB,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Ativa
738,CENTRO UNIVERSITÁRIO TERESA D'ÁVILA,FATEA,Privada,N,N,N,Centro Universitário,000000003527207,Lorena,SP,Ativa
176,UNIVERSIDADE CASTELO BRANCO,UCB,Privada,N,N,N,Universidade,000000003304557,Rio de Janeiro,RJ,Ativa
3649,CENTRO UNIVERSITÁRIO CIDADE VERDE,UniCV,Privada,N,N,N,Centro Universitário,000000004115200,Maringá,PR,Ativa
14147,Faculdade Presidente Antônio Carlos de Barão de Cocais,,Privada,N,N,N,Faculdade,000000003105400,Barão de Cocais,MG,Ativa
23203,Centro de Ensino Superior SOCIESC de São Bento do Sul,,Privada,N,N,N,Faculdade,000000004215802,São Bento do Sul,SC,Ativa
1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,UNIFG,Privada,N,N,N,Centro Universitário,000000002607901,Jaboatão dos Guararapes,PE,Ativa
1993,FACULDADE IDEAL DE PATOS,FACIPA,Privada,N,N,N,Faculdade,000000003148004,Patos de Minas,MG,Extinta
4167,INSTITUTO DE ENSINO SUPERIOR DA FUPESP,IESF,Pública,N,N,N,Faculdade,000000003536505,Paulínia,SP,Ativa
14160,Faculdade Presidente Antônio Carlos de Carmópolis,FUNEES C. de Minas,Privada,N,N,N,Faculdade,000000003114501,Carmópolis de Minas,MG,Extinta
14297,Faculdade Unirb - Parnaíba,F. UNIRB,Privada,N,N,N,Faculdade,000000002207702,Parnaíba,PI,Ativa
21268,FACULDADE ESTÁCIO DE ANANINDEUA,,Privada,N,N,N,Faculdade,000000001500800,Ananindeua,PA,Ativa
20322,Escola de Ensino Superior do Agreste Paraibano,EESAP,Privada,N,N,N,Faculdade,000000002506301,Guarabira,PB,Ativa
2032,FACULDADE DE PEDAGOGIA E FORMAÇÃO DE NORMALISTAS DE ARAGUAÍNA,ITPAC,Privada,N,N,N,Faculdade,000000001702109,Araguaína,TO,Extinta
16964,Faculdade de Tecnologia de Horizonte,FATHOR,Privada,N,N,N,Faculdade,000000002305233,Horizonte,CE,Ativa
828,FACULDADE DE SÃO LOURENÇO,FASAMA,Privada,N,N,N,Faculdade,000000003163706,São Lourenço,MG,Ativa
19786,FACULDADE ANHANGUERA DE SERRA,FPS,Privada,N,N,N,Faculdade,000000003205002,Serra,ES,Ativa
5313,Faculdades Unificadas de Cataguases,FUC,Privada,N,N,N,Faculdade,000000003115300,Cataguases,MG,Ativa
5369,FACULDADES INTEGRADAS ASMEC,ASMEC,Privada,N,N,N,Faculdade,000000003146008,Ouro Fino,MG,Ativa
1808,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO",IFES,Pública,N,N,N,"Instituto Federal de Educação, Ciência e Tecnologia",000000003205309,Vitória,ES,Ativa
23026,Escola de Sargentos de Logística,EsSLog,Pública,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
1344,FACULDADE BORGES DE MENDONÇA,FBM,Privada,N,N,N,Faculdade,000000004205407,Florianópolis,SC,Ativa
14383,Faculdade CNEC de Educação de Uberaba,FACEUB,Privada,N,N,N,Faculdade,000000003170107,Uberaba,MG,Ativa
386,CENTRO UNIVERSITÁRIO DE GOIÁS,UNIGOIÁS,Privada,N,N,N,Centro Universitário,000000005208707,Goiânia,GO,Ativa
19879,Faculdade IPESSP,IPESSP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
25453,Faculdade Ésper,ÉSPER,Privada,N,N,N,Faculdade,000000005208707,Goiânia,GO,Ativa
1977,CENTRO DE ESTUDOS SUPERIORES APRENDIZ,CESA,Privada,N,N,N,Faculdade,000000003105608,Barbacena,MG,Ativa
23894,Faculdade Pitágoras de Belém,,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
4531,FACULDADE ADVENTISTA DA BAHIA,FADBA,Privada,N,S,N,Faculdade,000000002904902,Cachoeira,BA,Ativa
2485,FACULDADE CATÓLICA DE FORTALEZA,FCF,Privada,N,N,N,Faculdade,000000002304400,Fortaleza,CE,Ativa
18319,FACULDADES INTEGRADAS VITAL BRAZIL,FVB,Privada,N,N,N,Faculdade,000000003304557,Rio de Janeiro,RJ,Ativa
19849,Faculdade Univeritas Universus Veritas de Vitória,VERITAS VITÓRIA,Privada,N,N,N,Faculdade,000000003205309,Vitória,ES,Extinta
17593,Faculdade de Botucatu,FDB,Privada,N,N,N,Faculdade,000000003507506,Botucatu,SP,Ativa
4751,CENTRO UNIVERSITÁRIO UNIFATECIE,UNIFATECIE,Privada,N,N,N,Centro Universitário,000000004118402,Paranavaí,PR,Ativa
1572,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,FACISA,Privada,N,N,N,Faculdade,000000002915601,Itamaraju,BA,Ativa
21983,FACULDADE MORUMBI,FAMOR,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
19736,FACULDADE RENOVAÇÃO DE ARAPONGAS,RENOVAÇÃO,Privada,N,N,N,Faculdade,000000004101507,Arapongas,PR,Extinta
17498,FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA,FASA,Privada,N,N,N,Faculdade,000000002933307,Vitória da Conquista,BA,Ativa
1476,"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ""",null,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
17839,FACULDADE DE DRACENA,null,Privada,N,N,N,Faculdade,000000003514403,Dracena,SP,Ativa
21446,Instituto Superior da Convenção Nac. das Assembleias de Deus,ISCON,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
4739,FACULDADE PRESBITERIANA AUGUSTO GALVÃO,FAPAG,Privada,N,N,N,Faculdade,000000002906006,Campo Formoso,BA,Extinta
3337,FACULDADE DE TECNOLOGIA DE TERESINA,FACULDADE CET,Privada,N,N,N,Faculdade,000000002211001,Teresina,PI,Ativa
15708,Faculdade de Tecnologia Dr. Thomaz Novelino,FATEC Franca,Pública,N,N,N,Faculdade,000000003516200,Franca,SP,Ativa
1350,Centro Universitário do Vale do Jaguaribe,UNIJAGUARIBE,Privada,N,N,N,Centro Universitário,000000002301109,Aracati,CE,Ativa
1068,FACULDADE ALDETE MARIA ALVES,FAMA,Privada,N,N,N,Faculdade,000000003134400,Iturama,MG,Ativa
5021,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,FAETERJ ITAPERUNA,Pública,N,N,N,Faculdade,000000003302205,Itaperuna,RJ,Ativa
4141,FACULDADE ANHANGUERA DE TAUBATÉ,null,Privada,N,N,N,Faculdade,000000003554102,Taubaté,SP,Ativa
21439,Escola de Artilharia de Costa e Antiaérea,EsCosAAe,Pública,N,N,N,Instituição Especialmente Credenciada para oferta de cursos lato sensu,000000003304557,Rio de Janeiro,RJ,Ativa
409,UNIVERSIDADE DE PERNAMBUCO,UPE,Pública,N,N,N,Universidade,000000002611606,Recife,PE,Ativa
1315,FACULDADE DE EDUCAÇÃO DA SERRA,FASE,Privada,N,N,N,Faculdade,000000003205002,Serra,ES,Extinta
1699,FACULDADE DE EDUCAÇÃO DE JARU,UNICENTRO,Privada,N,N,N,Faculdade,000000001100114,Jaru,RO,Ativa
21952,FGV / Escola de Relações Internacionais,FGV/RI,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Ativa
216,CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX,CEUNIH,Privada,S,N,N,Centro Universitário,000000003106200,Belo Horizonte,MG,Ativa
1386,FACULDADE ESAMC CAMPINAS,ESAMC,Privada,N,N,N,Faculdade,000000003509502,Campinas,SP,Ativa
29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Pública,N,N,N,Universidade,000000002304400,Fortaleza,CE,Ativa
1981,FACULDADE MILLENNIUM,FACMILLENIUM,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Extinta
4873,FACULDADE IBRA DE TAUBATÉ,FACULDADE FITAU,Privada,N,N,N,Faculdade,000000003554102,Taubaté,SP,Ativa
1563,CENTRO UNIVERSITÁRIO UNINOVAFAPI,UNINOVAFAPI,Privada,N,N,N,Centro Universitário,000000002211001,Teresina,PI,Ativa
12247,"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa de Brasília",IDP-BSB,Privada,N,N,N,Faculdade,000000005300108,Brasília,DF,Ativa
3781,FACULDADE DE TECNOLOGIA DE JARAGUÁ DO SUL,FATEJ,Privada,N,N,N,Faculdade,000000004208906,Jaraguá do Sul,SC,Extinta
23821,FACULDADE VALE DO SORRISO,UNIVALE,Privada,N,N,N,Faculdade,000000002516201,Sousa,PB,Ativa
12772,FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BELO HORIZONTE,FTS,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Ativa
1732,FACULDADE GENNARI E PEARTREE,FGP,Privada,N,N,N,Faculdade,000000003536703,Pederneiras,SP,Ativa
21445,Faculdade Regional do Centro Sul de Sergipe,FARSUL,Privada,N,N,N,Faculdade,000000002807600,Umbaúba,SE,Ativa
4435,FACULDADE SÃO PAULO,FASP,Privada,N,N,N,Faculdade,000000003550308,São Paulo,SP,Extinta
2456,FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL,FACHASUL,Privada,N,N,N,Faculdade,000000005002951,Chapadão do Sul,MS,Ativa
20547,Faculdade Uninta Itapipoca,null,Privada,N,S,N,Faculdade,000000002306405,Itapipoca,CE,Ativa
14032,Faculdade Presidente Antônio Carlos de Belo Horizonte,FUNEC Belo Horizonte,Privada,N,N,N,Faculdade,000000003106200,Belo Horizonte,MG,Extinta
2460,FACULDADE ESTÁCIO DE NATAL,Estacio Natal,Privada,N,N,N,Faculdade,000000002408102,Natal,RN,Ativa
22992,Faculdade SENAI de Construção,,Privada,N,N,N,Faculdade,000000005002704,Campo Grande,MS,Ativa
1423,Faculdade Ideal Wyden,Faci Wyden,Privada,N,N,N,Faculdade,000000001501402,Belém,PA,Ativa
14153,Faculdade Presidente Antônio Carlos de Porteirinha,FUNEES Porteirinha,Privada,N,N,N,Faculdade,000000003152204,Porteirinha,MG,Extinta
1840,CENTRO UNIVERSITÁRIO CASTELO BRANCO,UNICB,Privada,N,N,N,Centro Universitário,000000003201506,Colatina,ES,Ativa
12754,FACULDADE CRISTÃ DE CURITIBA,FCC,Privada,N,N,N,Faculdade,000000004106902,Curitiba,PR,Ativa
19943,Faculdade Sapiens,SAPIENS,Privada,N,N,N,Faculdade,000000001100205,Porto Velho,RO,Ativa
2745,CENTRO UNIVERSITÁRIO DA AMAZÔNIA,UNIESAMAZ,Privada,N,N,N,Centro Universitário,000000001501402,Belém,PA,Ativa
24989,FACULDADE TERCEIRA VISÃO,F3V,Privada,N,N,N,Faculdade,000000004308607,Garibaldi,RS,Ativa
23278,Faculdade de Agronomia UNA de Itumbiara,,Privada,N,N,N,Faculdade,000000005211503,Itumbiara,GO,Ativa
1759,CENTRO UNIVERSITÁRIO PADRE JOÃO BAGOZZI,UNIBAGOZZI,Privada,N,N,N,Centro Universitário,000000004106902,Curitiba,PR,Ativa
3789,FACULDADE EVANGÉLICA DE GOIANÉSIA,FACEG,Privada,N,N,N,Faculdade,000000005208608,Goianésia,GO,Ativa
17816,FACULDADE UNINASSAU FEIRA DE SANTANA,null,Privada,N,N,N,Faculdade,000000002910800,Feira de Santana,BA,Ativa
4005,FACULDADE CENECISTA DE SENHOR DO BONFIM,FACESB,Privada,N,N,N,Faculdade,000000002930105,Senhor do Bonfim,BA,Extinta
1973,INSTITUTO SUPERIOR DE EDUCAÇÃO ORÍGENES LESSA,ISEOL,Privada,N,N,N,Faculdade,000000003526803,Lençóis Paulista,SP,Extinta
2845,Cesrei Faculdade,null,Privada,N,N,N,Faculdade,000000002504009,Campina Grande,PB,Ativa
